Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","108","Kazakhstan","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","9436.706","X","International reliable sources",""
"OA","Annual population","108","Kazakhstan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","7834.88","X","International reliable sources",""
"OA","Annual population","108","Kazakhstan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","10568.98","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","114","Kenya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","51392.565","X","International reliable sources",""
"OA","Annual population","114","Kenya","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","25533.874","X","International reliable sources",""
"OA","Annual population","114","Kenya","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","25858.696","X","International reliable sources",""
"OA","Annual population","114","Kenya","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","37179.074","X","International reliable sources",""
"OA","Annual population","114","Kenya","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","13771.805","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","83","Kiribati","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","115.847","X","International reliable sources",""
"OA","Annual population","83","Kiribati","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","56.938","X","International reliable sources",""
"OA","Annual population","83","Kiribati","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","58.904","X","International reliable sources",""
"OA","Annual population","83","Kiribati","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","54.403","X","International reliable sources",""
"OA","Annual population","83","Kiribati","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","64.011","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","118","Kuwait","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4137.312","X","International reliable sources",""
"OA","Annual population","118","Kuwait","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2501.082","X","International reliable sources",""
"OA","Annual population","118","Kuwait","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1636.232","X","International reliable sources",""
"OA","Annual population","118","Kuwait","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","118","Kuwait","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4197.128","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","113","Kyrgyzstan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","6304.03","X","International reliable sources",""
"OA","Annual population","113","Kyrgyzstan","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","3118.925","X","International reliable sources",""
"OA","Annual population","113","Kyrgyzstan","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3185.1","X","International reliable sources",""
"OA","Annual population","113","Kyrgyzstan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3903.563","X","International reliable sources",""
"OA","Annual population","113","Kyrgyzstan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2229.369","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","120","Lao People's Democratic Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","7061.507","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","3545.623","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3515.875","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4524.499","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2436.711","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","119","Latvia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1928.459","X","International reliable sources",""
"OA","Annual population","119","Latvia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","886.896","X","International reliable sources",""
"OA","Annual population","119","Latvia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1041.565","X","International reliable sources",""
"OA","Annual population","119","Latvia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","614.843","X","International reliable sources",""
"OA","Annual population","119","Latvia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1315.095","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","121","Lebanon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","6859.408","X","International reliable sources",""
"OA","Annual population","121","Lebanon","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","3449.884","X","International reliable sources",""
"OA","Annual population","121","Lebanon","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3409.524","X","International reliable sources",""
"OA","Annual population","121","Lebanon","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","695.098","X","International reliable sources",""
"OA","Annual population","121","Lebanon","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5398.411","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","122","Lesotho","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","2108.328","X","International reliable sources",""
"OA","Annual population","122","Lesotho","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1039.049","X","International reliable sources",""
"OA","Annual population","122","Lesotho","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1069.278","X","International reliable sources",""
"OA","Annual population","122","Lesotho","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1625.909","X","International reliable sources",""
"OA","Annual population","122","Lesotho","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","637.101","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","123","Liberia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4818.973","X","International reliable sources",""
"OA","Annual population","123","Liberia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2420.654","X","International reliable sources",""
"OA","Annual population","123","Liberia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2398.322","X","International reliable sources",""
"OA","Annual population","123","Liberia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2370.874","X","International reliable sources",""
"OA","Annual population","123","Liberia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2482.642","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","124","Libya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","6678.559","X","International reliable sources",""
"OA","Annual population","124","Libya","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","3373.758","X","International reliable sources",""
"OA","Annual population","124","Libya","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3304.807","X","International reliable sources",""
"OA","Annual population","124","Libya","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1287.593","X","International reliable sources",""
"OA","Annual population","124","Libya","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5183.363","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","125","Liechtenstein","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","37.91","X","International reliable sources",""
"OA","Annual population","125","Liechtenstein","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","32.685","X","International reliable sources",""
"OA","Annual population","125","Liechtenstein","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5.47","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","126","Lithuania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","2801.264","X","International reliable sources",""
"OA","Annual population","126","Lithuania","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1294.412","X","International reliable sources",""
"OA","Annual population","126","Lithuania","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1506.858","X","International reliable sources",""
"OA","Annual population","126","Lithuania","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","929.713","X","International reliable sources",""
"OA","Annual population","126","Lithuania","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1946.762","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","256","Luxembourg","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","604.245","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","304.906","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","299.338","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","53.239","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","537.082","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","129","Madagascar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","26262.313","X","International reliable sources",""
"OA","Annual population","129","Madagascar","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","13098.6","X","International reliable sources",""
"OA","Annual population","129","Madagascar","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","13163.713","X","International reliable sources",""
"OA","Annual population","129","Madagascar","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","16495.525","X","International reliable sources",""
"OA","Annual population","129","Madagascar","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","9767.285","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","130","Malawi","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","18143.217","X","International reliable sources",""
"OA","Annual population","130","Malawi","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","8944.33","X","International reliable sources",""
"OA","Annual population","130","Malawi","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","9198.885","X","International reliable sources",""
"OA","Annual population","130","Malawi","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","15918.795","X","International reliable sources",""
"OA","Annual population","130","Malawi","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3245.933","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","131","Malaysia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","31528.033","X","International reliable sources",""
"OA","Annual population","131","Malaysia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","16212.181","X","International reliable sources",""
"OA","Annual population","131","Malaysia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","15315.852","X","International reliable sources",""
"OA","Annual population","131","Malaysia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","7678.728","X","International reliable sources",""
"OA","Annual population","131","Malaysia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","24363.73","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","132","Maldives","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","515.696","X","International reliable sources",""
"OA","Annual population","132","Maldives","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","323.527","X","International reliable sources",""
"OA","Annual population","132","Maldives","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","192.177","X","International reliable sources",""
"OA","Annual population","132","Maldives","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","267.408","X","International reliable sources",""
"OA","Annual population","132","Maldives","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","176.851","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","133","Mali","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","19077.749","X","International reliable sources",""
"OA","Annual population","133","Mali","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","9550.134","X","International reliable sources",""
"OA","Annual population","133","Mali","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","9527.621","X","International reliable sources",""
"OA","Annual population","133","Mali","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","11014.386","X","International reliable sources",""
"OA","Annual population","133","Mali","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8093.32","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","134","Malta","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","439.248","X","International reliable sources",""
"OA","Annual population","134","Malta","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","220.184","X","International reliable sources",""
"OA","Annual population","134","Malta","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","219.071","X","International reliable sources",""
"OA","Annual population","134","Malta","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","23.28","X","International reliable sources",""
"OA","Annual population","134","Malta","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","408.809","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","127","Marshall Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","58.413","X","International reliable sources",""
"OA","Annual population","127","Marshall Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","12.212","X","International reliable sources",""
"OA","Annual population","127","Marshall Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","40.955","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","135","Martinique","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","375.673","X","International reliable sources",""
"OA","Annual population","135","Martinique","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","173.293","X","International reliable sources",""
"OA","Annual population","135","Martinique","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","202.379","X","International reliable sources",""
"OA","Annual population","135","Martinique","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","42.167","X","International reliable sources",""
"OA","Annual population","135","Martinique","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","342.898","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","136","Mauritania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4403.313","X","International reliable sources",""
"OA","Annual population","136","Mauritania","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2209.465","X","International reliable sources",""
"OA","Annual population","136","Mauritania","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2193.847","X","International reliable sources",""
"OA","Annual population","136","Mauritania","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2103.324","X","International reliable sources",""
"OA","Annual population","136","Mauritania","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2436.744","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","137","Mauritius","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1267.185","X","International reliable sources",""
"OA","Annual population","137","Mauritius","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","626.279","X","International reliable sources",""
"OA","Annual population","137","Mauritius","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","640.905","X","International reliable sources",""
"OA","Annual population","137","Mauritius","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","750.928","X","International reliable sources",""
"OA","Annual population","137","Mauritius","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","517.387","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","270","Mayotte","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","259.531","X","International reliable sources",""
"OA","Annual population","270","Mayotte","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","127.594","X","International reliable sources",""
"OA","Annual population","270","Mayotte","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","131.932","X","International reliable sources",""
"OA","Annual population","270","Mayotte","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","139.845","X","International reliable sources",""
"OA","Annual population","270","Mayotte","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","119.837","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","126190.788","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","61720.819","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","64469.963","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","25947.576","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","104811.498","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","145","Micronesia (Federated States of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","112.64","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","57.272","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","55.368","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","82.11","X","International reliable sources",""
"OA","Annual population","145","Micronesia (Federated States of)","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","24.117","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","140","Monaco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","38.682","X","International reliable sources",""
"OA","Annual population","140","Monaco","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","140","Monaco","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","38.897","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","141","Mongolia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","3170.216","X","International reliable sources",""
"OA","Annual population","141","Mongolia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1563.881","X","International reliable sources",""
"OA","Annual population","141","Mongolia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1606.333","X","International reliable sources",""
"OA","Annual population","141","Mongolia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","985.062","X","International reliable sources",""
"OA","Annual population","141","Mongolia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2136.71","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","273","Montenegro","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","627.809","X","International reliable sources",""
"OA","Annual population","273","Montenegro","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","310.392","X","International reliable sources",""
"OA","Annual population","273","Montenegro","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","317.411","X","International reliable sources",""
"OA","Annual population","273","Montenegro","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","208.816","X","International reliable sources",""
"OA","Annual population","273","Montenegro","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","420.403","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","142","Montserrat","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4.993","X","International reliable sources",""
"OA","Annual population","142","Montserrat","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4.731","X","International reliable sources",""
"OA","Annual population","142","Montserrat","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0.472","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","143","Morocco","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","36029.093","X","International reliable sources",""
"OA","Annual population","143","Morocco","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","17869.042","X","International reliable sources",""
"OA","Annual population","143","Morocco","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","18160.047","X","International reliable sources",""
"OA","Annual population","143","Morocco","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","13589.062","X","International reliable sources",""
"OA","Annual population","143","Morocco","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","22602.743","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","144","Mozambique","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","29496.004","X","International reliable sources",""
"OA","Annual population","144","Mozambique","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","14312.882","X","International reliable sources",""
"OA","Annual population","144","Mozambique","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","15183.127","X","International reliable sources",""
"OA","Annual population","144","Mozambique","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","19542.053","X","International reliable sources",""
"OA","Annual population","144","Mozambique","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","10986.62","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","28","Myanmar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","53708.32","X","International reliable sources",""
"OA","Annual population","28","Myanmar","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","25883.168","X","International reliable sources",""
"OA","Annual population","28","Myanmar","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","27825.15","X","International reliable sources",""
"OA","Annual population","28","Myanmar","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","37387.374","X","International reliable sources",""
"OA","Annual population","28","Myanmar","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","16468.361","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","147","Namibia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","2448.301","X","International reliable sources",""
"OA","Annual population","147","Namibia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1186.111","X","International reliable sources",""
"OA","Annual population","147","Namibia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1262.189","X","International reliable sources",""
"OA","Annual population","147","Namibia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1293.06","X","International reliable sources",""
"OA","Annual population","147","Namibia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1294.741","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","148","Nauru","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","10.67","X","International reliable sources",""
"OA","Annual population","148","Nauru","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","148","Nauru","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","11.312","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","149","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","28095.714","X","International reliable sources",""
"OA","Annual population","149","Nepal","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","12773.619","X","International reliable sources",""
"OA","Annual population","149","Nepal","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","15322.093","X","International reliable sources",""
"OA","Annual population","149","Nepal","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","23776.364","X","International reliable sources",""
"OA","Annual population","149","Nepal","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5847.671","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","150","Netherlands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","17059.56","X","International reliable sources",""
"OA","Annual population","150","Netherlands","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","8492.088","X","International reliable sources",""
"OA","Annual population","150","Netherlands","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","8567.472","X","International reliable sources",""
"OA","Annual population","150","Netherlands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1453.872","X","International reliable sources",""
"OA","Annual population","150","Netherlands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","15630.587","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","151","Netherlands Antilles (former)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","277.483","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","151","Netherlands Antilles (former)","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","74.711","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","151","Netherlands Antilles (former)","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","88.042","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","151","Netherlands Antilles (former)","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","23.992","A","Aggregate, may include official, semi-official, estimated or calculated data",""
